62,129,73,94
62,129,73,94
62,129,73,94
62,130,73,94
62,130,73,94
62,130,73,94
62,130,73,94
62,130,73,94
62,130,73,95
62,130,73,95
62,129,73,95
62,129,73,95
61,129,73,94
61,129,73,94
62,130,73,94
62,130,73,94
62,129,73,94
62,129,73,94
62,129,73,94
62,129,73,94
62,129,73,94
61,129,73,94
61,128,73,94
60,128,73,94
60,127,73,94
60,127,73,94
59,127,73,94
60,127,73,94
60,127,73,94
59,127,74,94
59,127,74,94
59,127,74,94
60,127,74,94
60,127,74,94
60,127,74,94
60,127,74,94
60,127,74,94
61,128,74,94
61,128,73,94
61,128,74,95
61,128,74,95
61,128,73,95
61,128,74,95
61,129,74,95
62,129,74,94
61,129,73,94
61,129,73,94
61,129,74,94
61,129,74,94
62,129,73,94
61,128,73,94
61,128,74,94
61,128,73,94
61,128,73,94
61,128,73,94
61,128,73,95
61,128,73,95
61,128,73,95
61,128,73,95
61,128,73,95
61,128,73,95
61,128,73,95
61,128,73,95
61,128,73,95
61,128,73,95
62,128,73,95
62,129,73,95
62,129,73,95
62,128,73,95
61,128,73,95
61,128,73,95
62,128,73,95
62,129,73,95
62,128,73,95
61,128,73,95
61,127,73,95
61,127,73,95
61,127,73,95
61,127,73,95
61,128,73,95
61,129,73,94
61,128,73,94
61,128,73,94
61,128,73,94
61,129,73,94
61,129,73,94
61,129,73,94
61,129,73,94
61,129,73,94
61,129,73,94
62,130,73,94
62,130,73,94
62,130,73,94
62,129,73,94
62,129,73,94
61,129,73,93
62,129,73,93
62,129,73,92
61,129,73,92
61,129,73,93
61,129,73,93
61,129,73,93
61,129,73,93
61,129,73,93
61,129,73,93
61,129,73,93
62,129,73,93
62,130,73,93
62,130,73,93
62,130,73,94
62,130,73,94
63,130,73,94
63,131,73,94
63,131,73,94
63,131,73,94
63,131,73,94
63,131,73,94
63,131,73,94
63,131,73,94
63,132,73,94
63,131,73,94
63,131,73,94
62,131,73,94
62,132,73,94
62,132,73,94
62,132,73,94
62,132,73,94
62,132,73,94
62,132,73,94
63,132,73,94
63,132,73,94
63,132,73,94
63,132,73,95
63,132,73,95
63,132,73,95
63,133,73,95
63,133,73,95
63,133,73,95
63,133,73,95
64,133,73,95
64,134,73,95
65,134,73,95
65,135,73,95
65,134,73,95
65,134,73,95
64,134,73,95
65,134,73,95
64,135,73,95
64,135,73,95
64,135,73,95
64,135,73,95
64,135,73,95
64,135,73,95
64,135,73,95
64,135,73,95
64,135,73,95
64,135,73,95
64,134,73,95
64,134,73,95
63,134,73,95
63,134,73,95
63,134,73,95
63,134,73,95
63,134,73,95
63,134,73,95
64,135,73,95
64,135,73,95
64,135,73,95
64,135,73,95
64,135,73,94
64,135,73,94
64,136,73,94
64,135,73,94
64,135,73,94
64,135,73,94
63,134,73,94
64,135,73,94
63,134,73,94
63,134,73,94
63,133,73,93
63,133,73,94
63,133,73,94
63,133,73,94
63,133,73,94
63,133,73,94
63,133,73,94
63,133,73,94
63,133,73,94
63,133,73,94
63,133,73,94
61,126,73,94
61,126,73,94
61,127,73,94
61,127,73,94
62,128,73,94
62,128,73,94
62,128,73,94
62,129,73,94
62,129,73,94
62,130,73,94
63,134,73,94

